Wall time,Step,Value
1772225106.61898,1528,0.002831734949722886
1772225106.876068,1534,0.0005573384114541113
1772225107.005994,1537,0.00047040157369337976
1772225107.050036,1538,0.0005823893006891012
1772225107.179067,1541,0.0005446361610665917
1772225107.35134,1545,0.00042668404057621956
1772225107.438485,1547,0.0007983362302184105
1772225107.482718,1548,0.000686994637362659
1772225107.610843,1551,0.0006018641288392246
1772225107.653291,1552,0.000532336940523237
1772225107.697429,1553,0.00028517970349639654
1772225107.7808,1555,9.949575905920938e-05
1772225107.863736,1557,0.00019362907914910465
1772225108.074605,1562,0.0002216647262685001
1772225108.157879,1564,7.358798757195473e-05
1772225108.199268,1565,0.00015964460908435285
1772225108.240541,1566,0.0002463445416651666
1772225108.324939,1568,0.0006943923071958125
1772225108.410416,1570,0.0006185858510434628
1772225108.453094,1571,0.0011153743835166097
1772225108.495408,1572,0.002040982712060213
1772225108.536788,1573,0.0037199133075773716
1772225108.663483,1576,0.004840762820094824
1772225108.747569,1578,0.014602997340261936
1772225108.789172,1579,0.013412420637905598
1772225108.830597,1580,0.0255351010710001
1772225108.872709,1581,0.031632449477910995
1772225108.914488,1582,0.023032518103718758
1772225109.043861,1585,0.014291669242084026
1772225109.253025,1590,0.0008620297885499895
1772225109.468643,1595,0.0003190663119312376
1772225109.514624,1596,0.000587390037253499
1772225109.559977,1597,0.0004768029903061688
1772225109.734084,1601,0.00020670062804128975
1772225109.77559,1602,0.0001611211191629991
1772225109.818632,1603,0.0001488210109528154
1772225110.125517,1610,0.00017405337712261826
1772225110.16988,1611,0.00012457533739507198
1772225110.255046,1613,5.037895971327089e-05
1772225110.297913,1614,4.4289550714893267e-05
1772225110.383628,1616,4.934119715471752e-05
1772225110.551202,1620,2.866338581952732e-05
1772225110.641073,1622,3.7177167541813105e-05
1772225110.729365,1624,0.00012384237197693437
1772225110.813266,1626,0.0003259156655985862
1772225110.854588,1627,0.00030379457166418433
1772225111.022793,1631,0.0008054149802774191
1772225111.190523,1635,0.00046218634815886617
1772225111.23192,1636,0.0006713773473165929
1772225111.272781,1637,0.00035732457763515413
1772225111.313968,1638,0.00033320969669148326
1772225111.399897,1640,0.0005617739516310394
1772225111.443473,1641,0.0009948632214218378
1772225111.657115,1646,0.001271781395189464
1772225111.701867,1647,0.0014042867114767432
1772225111.789167,1649,0.001177097437903285
1772225111.877843,1651,0.0005479782703332603
1772225111.922999,1652,0.00031286245211958885
1772225111.967909,1653,0.0002426866558380425
1772225112.010787,1654,0.0003028730279766023
1772225112.100637,1656,0.00039797378121875226
1772225112.193651,1658,0.0005026069120503962
1772225112.359724,1662,0.001104486989788711
1772225112.4484,1664,0.005707770586013794
1772225112.533248,1666,0.003229573369026184
1772225112.662398,1669,0.004819964524358511
1772225112.704161,1670,0.005804391112178564
1772225112.872569,1674,0.003910955507308245
1772225112.997209,1677,0.006382709369063377
1772225113.099593,1679,0.0077517274767160416
1772225113.147212,1680,0.00717089744284749
1772225113.192327,1681,0.0063259182497859
1772225113.234429,1682,0.0063915797509253025
1772225113.361623,1685,0.00836595892906189
1772225113.408305,1686,0.008835911750793457
1772225113.451891,1687,0.013127684593200684
1772225113.49436,1688,0.011674528010189533
1772225113.539652,1689,0.0056295329704880714
1772225113.582219,1690,0.006852271035313606
1772225113.710524,1693,0.003295056289061904
1772225113.751946,1694,0.003932067193090916
1772225113.794173,1695,0.003244732040911913
1772225113.878757,1697,0.001966546755284071
1772225113.921078,1698,0.0007159769884310663
1772225113.964403,1699,0.000989897409453988
1772225114.006268,1700,0.0005789352580904961
1772225114.091966,1702,0.0003228637215215713
1772225114.182027,1704,0.0003503368061501533
1772225114.322159,1707,0.0001929204590851441
1772225114.417693,1709,0.00022453369456343353
1772225114.461331,1710,0.00016137723287101835
1772225114.50449,1711,0.00017703553021419793
1772225114.546747,1712,8.31620127428323e-05
1772225114.803422,1718,5.285646329866722e-05
1772225114.845139,1719,7.80489353928715e-05
1772225114.973928,1722,0.00011860499216709286
1772225115.015817,1723,0.00017609111091587692
1772225115.057632,1724,0.00011069466563640162
1772225115.100034,1725,9.820069681154564e-05
